Sample_Id	Sample_Desc	Processed_Sample	Processed_Sample (With Scientific Name)	Matched_Components	Match_Status(Macro Level)
563_T11	grenadine	grenadine	grenadine	[]	No Match
563_T12	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
564_T14	chili powder	chili powder	chili powder	['chili powder:FOODON_03302030']	Full Term Match
564_T15	onion powder	onion powder	onion {allium cepa} powder	['onion powder:FOODON_03301845']	Full Term Match
564_T17	mustard	mustard	mustard	['mustard food product:FOODON_00002053']	Full Term Match
564_T16	cumin	cumin	cumin	['cuminum cyminum:NCBITAXON_52462']	Full Term Match
564_T19	bbq sauce	barbeque sauce	barbeque sauce	['barbeque sauce:FOODON_03302062']	Full Term Match
564_T23	Meijer Light Brown Sugar	meijer light brown sugar	meijer light brown sugar	['brown sugar (light):FOODON_03305010']	Component Match
564_T25	pork	pork	pork	['pork meat food product:FOODON_00001038']	Full Term Match
565_T6	Italian dressing	italian dressing	italian dressing	['italian dressing:FOODON_03303447']	Full Term Match
565_T8	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
565_T11	mozzarella garlic bread	mozzarella garlic bread	mozzarella garlic {allium sativum} bread	['garlic bread:FOODON_03302379', 'mozzarella cheese:FOODON_03303578']	Component Match
566_T7	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
566_T8	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
566_T10	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
566_T12	waffles	waffle	waffle	['waffle:FOODON_03315259']	Full Term Match
566_T13	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
566_T14	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
566_T17	sausage patty	sausage patty	sausage patty	['patty:FOODON_00002951', 'sausage food product:FOODON_00001007']	Component Match
567_T12	coleslaw mix	coleslaw mixture	coleslaw mixture	['coleslaw:FOODON_03304707', 'mixture:CHEBI_60004']	Component Match
567_T13	cooking spray	cooking spray	cooking spray	['food (cooked):FOODON_00001181']	Component Match
567_T16	cilantro	cilantro	cilantro	['coriandrum sativum:NCBITAXON_4047']	Full Term Match
567_T18	onions	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
567_T20	hoisin sauce	hoisin sauce	hoisin sauce	['hoisin sauce:FOODON_00002526']	Full Term Match
567_T21	egg roll wrappers	egg roll wrapper	egg roll wrapper	['egg roll:FOODON_03303375']	Component Match
567_T24	pork	pork	pork	['pork meat food product:FOODON_00001038']	Full Term Match
568_T7	strawberries	strawberry	strawberry {fragaria x ananassa}	['fragaria x ananassa:NCBITAXON_3747']	Full Term Match
568_T8	mango juice	mango juice	mango {mangifera indica} juice	['juice beverage:FOODON_03315552', 'mangifera indica:NCBITAXON_29780']	Component Match
568_T9	champagne	champagne	champagne	['champagne:FOODON_03301564']	Full Term Match
569_T10	bananas	banana	banana {musa x paradisiaca}	['musa x paradisiaca:NCBITAXON_89151']	Full Term Match
569_T13	pineapple	pineapple	pineapple {ananas comosus}	['ananas comosus:NCBITAXON_4615']	Full Term Match
569_T16	vanilla pudding	vanilla pudding	vanilla pudding	['pudding:FOODON_03301660', 'vanilla:NCBITAXON_51238']	Component Match
569_T18	cool whip	cool whip	cool whip	[]	No Match
569_T19	pecans	pecan	pecan {carya illinoinensis}	['carya illinoinensis:NCBITAXON_32201']	Full Term Match
570_T14	coconut milk	coconut milk	coconut milk	['coconut milk:FOODON_03303084']	Full Term Match
570_T15	pancake mix	pancake mixture	pancake mixture	['pancake mix:FOODON_03315166']	Full Term Match
570_T16	mixed berries	mixed berry	mixed berry	['fruit part:FOODON_03420167', 'mixture:CHEBI_60004']	Component Match
570_T17	banana	banana	banana {musa x paradisiaca}	['musa x paradisiaca:NCBITAXON_89151']	Full Term Match
570_T18	oats	oat	oat	['avena sativa:NCBITAXON_4498']	Full Term Match
570_T19	flaxseed meal	flax seed meal	flax seed meal	['flaxseed meal:FOODON_03306424']	Full Term Match
570_T20	coconut oil	coconut oil	coconut oil	['coconut oil:FOODON_03310046']	Full Term Match
571_T9	cointreau	cointreau	cointreau	[]	No Match
571_T10	vodka	vodka	vodka	['vodka:FOODON_03305518']	Full Term Match
571_T11	liqueur	liqueur	liqueur	['liqueur:FOODON_03301008']	Full Term Match
571_T13	cranberry juice	cranberry juice	cranberry juice	['cranberry juice:FOODON_03301671']	Full Term Match
572_T14	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
572_T15	beef flavor instant bouillon	beef flavor instant bouillon	beef flavor instant bouillon	['beef flavor:FOODON_03311504', 'soup, thin (us cfr):FOODON_03400243']	Component Match
572_T16	steak sauce	steak sauce	steak sauce	['41150 - british islands brown sauce (efsa foodex2):FOODON_03544115']	Full Term Match
572_T17	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
572_T20	beef	beef	beef	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916']	Full Term Match
572_T21	unbleached flour	unbleached flour	unbleached flour	['flour food product:FOODON_00001056']	Component Match
572_T23	flour all purpose	flour purpose	flour all purpose	['flour food product:FOODON_00001056']	Component Match
573_T5	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
573_T7	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
573_T9	salsa	salsa	salsa	['salsa:FOODON_03310086']	Full Term Match
574_T11	walnuts	walnut	walnut	['juglans:NCBITAXON_16718']	Full Term Match
574_T14	beets	beet	beet {beta vulgaris}	['beta vulgaris:NCBITAXON_161934']	Full Term Match
574_T19	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
574_T20	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
574_T21	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
574_T24	mayonnaise	mayonnaise	mayonnaise	['mayonnaise:FOODON_03301440']	Full Term Match
575_T10	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
575_T12	sandwich buns	sandwich bun	sandwich bun	['roll or bun:FOODON_00002743', 'sandwich:FOODON_03301906']	Component Match
575_T14	lemon pepper	lemon pepper	lemon pepper	['citrus limon:NCBITAXON_2708', 'sweet yellow bell pepper (whole):FOODON_00003548']	Component Match
575_T16	pork	pork	pork	['pork meat food product:FOODON_00001038']	Full Term Match
576_T8	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
576_T12	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
576_T13	soy sauce	soy sauce	soy sauce	['soy sauce:FOODON_03301115']	Full Term Match
576_T14	cola soda	cola soda	cola soda	[]	No Match
576_T15	scallion	scallion	scallion	['welsh onion (whole):FOODON_00003172']	Full Term Match
577_T14	water	water	water	['water:CHEBI_15377']	Full Term Match
577_T17	yeast active quick-rise	yeast active quick rise	yeast active quick rise	['yeast:FOODON_03411345']	Component Match
577_T18	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
577_T19	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
577_T21	canola oil	canola oil	canola oil	['canola oil:FOODON_03302578']	Full Term Match
577_T22	water	water	water	['water:CHEBI_15377']	Full Term Match
577_T25	all purpose flour	purpose flour	all purpose flour	['flour food product:FOODON_00001056']	Component Match
578_T14	cocoa powder	cocoa powder	cocoa powder	['cocoa:FOODON_03301072']	Full Term Match
578_T15	vanilla extract	vanilla extract	vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
578_T17	hazelnuts	hazelnut	hazelnut	['corylus:NCBITAXON_13450']	Full Term Match
578_T20	coconut milk	coconut milk	coconut milk	['coconut milk:FOODON_03303084']	Full Term Match
578_T25	coconut milk	coconut milk	coconut milk	['coconut milk:FOODON_03303084']	Full Term Match
578_T27	chocolate 72% cacao or higher	chocolate cacao or higher	chocolate cacao or higher	['chocolate:FOODON_03307240', 'theobroma cacao:NCBITAXON_3641']	Component Match
578_T29	cacao	cacao	cacao	['theobroma cacao:NCBITAXON_3641']	Full Term Match
579_T10	apricot jam	apricot jam	apricot {prunus armeniaca} jam	['apricot jam:FOODON_03305781']	Full Term Match
579_T11	dijon style mustard	dijon style mustard	dijon style mustard	['mustard (dijon):FOODON_03306361']	Component Match
579_T12	cider vinegar	cider vinegar	cider vinegar	['cider vinegar:FOODON_03307916']	Full Term Match
579_T14	ham	ham	ham	['ham food product:FOODON_00002502']	Full Term Match
580_T13	water	water	water	['water:CHEBI_15377']	Full Term Match
580_T15	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
580_T18	onion soup mix	onion soup mixture	onion {allium cepa} soup mixture	['onion soup mix:FOODON_03309457']	Full Term Match
580_T20	sauerkraut	sauerkraut	sauerkraut	['sauerkraut:FOODON_03301397']	Full Term Match
581_T13	half-and-half	half and	half and	['half and half:FOODON_03301794']	Full Term Match
581_T15	coconut milk	coconut milk	coconut milk	['coconut milk:FOODON_03303084']	Full Term Match
581_T16	coconut flavoring	coconut flavoring	coconut flavoring	['cocos nucifera:NCBITAXON_13894', 'food (flavored):FOODON_00002646']	Component Match
581_T17	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
581_T18	cherries	cherry	cherry	['cherry (whole, raw):FOODON_03301240']	Full Term Match
581_T20	pineapple	pineapple	pineapple {ananas comosus}	['ananas comosus:NCBITAXON_4615']	Full Term Match
582_T16	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
582_T17	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
582_T18	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
582_T19	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
582_T20	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
582_T21	peanut butter cups	peanut butter cup	peanut {arachis hypogaea} butter cup	['peanut butter cup:FOODON_03307672']	Full Term Match
582_T25	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
583_T11	tomatoes	tomato	tomato {solanum lycopersicum}	['solanum lycopersicum:NCBITAXON_4081']	Full Term Match
583_T7	pie crust	pie crust	pie crust	['pie crust:FOODON_03306773']	Full Term Match
583_T13	chives  basil	chive basil	chive {allium schoenoprasum} basil {ocimum basilicum}	['allium schoenoprasum:NCBITAXON_74900', 'ocimum basilicum:NCBITAXON_39350']	Component Match
583_T14	mayonnaise	mayonnaise	mayonnaise	['mayonnaise:FOODON_03301440']	Full Term Match
583_T16	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
583_T17	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
583_T19	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
584_T12	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
584_T13	potatoes	potato	potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Full Term Match
584_T16	bacon	bacon	bacon	['bacon food product:FOODON_00001061']	Full Term Match
584_T19	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
584_T22	onions	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
585_T11	cranberries	cranberry	cranberry	['cranberry (whole, raw):FOODON_03301723']	Full Term Match
585_T12	apples	apple	apple {malus domestica}	['malus domestica:NCBITAXON_3750']	Full Term Match
585_T13	water	water	water	['water:CHEBI_15377']	Full Term Match
585_T16	cinnamon	cinnamon	cinnamon {cinnamomum verum}	['cinnamon:FOODON_03301175']	Full Term Match
585_T17	grapeseed oil	grapeseed oil	grapeseed oil	['grape seed oil (edible):FOODON_03316687']	Full Term Match
586_T14	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
586_T17	cucumber	cucumber	cucumber	['cucumis sativus:NCBITAXON_3659']	Full Term Match
586_T19	watermelon	watermelon	watermelon	['citrullus lanatus subsp. vulgaris:NCBITAXON_260674']	Full Term Match
586_T6	lime	lime	lime	['lime (whole, raw):FOODON_03305086']	Full Term Match
586_T22	feta	feta	feta	[]	No Match
586_T23	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
586_T25	cilantro	cilantro	cilantro	['coriandrum sativum:NCBITAXON_4047']	Full Term Match
586_T26	lemon	lemon	lemon	['citrus limon:NCBITAXON_2708']	Full Term Match
587_T8	mint leaves	mint leaves	mint leaves	['mint (whole or parts):FOODON_03000237']	Component Match
587_T10	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
587_T11	ginger	ginger	ginger {zingiber officinale}	['zingiber officinale:NCBITAXON_94328']	Full Term Match
587_T13	watermelon	watermelon	watermelon	['citrullus lanatus subsp. vulgaris:NCBITAXON_260674']	Full Term Match
587_T17	watermelon	watermelon	watermelon	['citrullus lanatus subsp. vulgaris:NCBITAXON_260674']	Full Term Match
588_T15	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
588_T17	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
588_T19	popcorn	popcorn	popcorn	['popcorn food product:FOODON_00003139']	Full Term Match
588_T20	marshmallows	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
588_T22	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
588_T25	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
589_T10	agave tequila	agave tequila	agave tequila	['tequila:FOODON_03304704']	Component Match
589_T12	orange liqueur	orange liqueur	orange liqueur	['liqueur:FOODON_03301008', 'orange:PATO_0000953']	Component Match
589_T15	limes	lime	lime	['lime (whole, raw):FOODON_03305086']	Full Term Match
589_T16	lemon	lemon	lemon	['citrus limon:NCBITAXON_2708']	Full Term Match
589_T9	agave nectar	agave nectar	agave nectar	['agave food product:FOODON_00002423', 'nectar (food product):FOODON_03315553']	Component Match
589_T19	nectarine juice	nectarine juice	nectarine juice	['juice beverage:FOODON_03315552', 'prunus persica var. nucipersica:NCBITAXON_323851']	Component Match
589_T20	satsuma juice	satsuma juice	satsuma juice	['juice beverage:FOODON_03315552', 'mandarin orange food product:FOODON_00002018']	Component Match
590_T14	vanilla extract	vanilla extract	vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
590_T16	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
590_T19	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
590_T21	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
590_T22	jam	jam	jam	['jam:FOODON_03309973']	Full Term Match
591_T5	avocado	avocado	avocado {persea americana}	['persea americana:NCBITAXON_3435']	Full Term Match
591_T7	bread	bread	bread	['bread and similar products (eurofir):FOODON_03400817']	Full Term Match
591_T8	cherry tomatoes	cherry tomato	cherry tomato {solanum lycopersicum}	['miniature tomato plant:FOODON_03411608']	Full Term Match
591_T10	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
592_T3	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
592_T4	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
592_T6	roast beef	roast beef	roast beef	['roast beef:FOODON_00002734']	Full Term Match
593_T11	strawberries	strawberry	strawberry {fragaria x ananassa}	['fragaria x ananassa:NCBITAXON_3747']	Full Term Match
593_T15	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
593_T13	almonds	almond	almond {prunus dulcis}	['prunus dulcis:NCBITAXON_3755']	Full Term Match
593_T17	cream cheese	cream cheese	cream cheese	['cream cheese:FOODON_03301889']	Full Term Match
593_T18	confectioners' sugar	confectioner sugar	confectioner sugar	['sugar:FOODON_03420108']	Component Match
594_T3	carrots	carrot	carrot {daucus carota}	['daucus carota:NCBITAXON_4039']	Full Term Match
594_T6	cabbage	cabbage	cabbage	['brassica oleracea var. capitata:NCBITAXON_3716']	Full Term Match
594_T7	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
594_T8	vinegar	vinegar	vinegar	['vinegar:FOODON_03301705']	Full Term Match
594_T9	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
594_T10	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
594_T11	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
595_T9	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
595_T11	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
595_T12	water	water	water	['water:CHEBI_15377']	Full Term Match
595_T15	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
596_T6	soy sauce	soy sauce	soy sauce	['soy sauce:FOODON_03301115']	Full Term Match
596_T7	Italian dressing	italian dressing	italian dressing	['italian dressing:FOODON_03303447']	Full Term Match
596_T9	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
596_T13	onion powder	onion powder	onion {allium cepa} powder	['onion powder:FOODON_03301845']	Full Term Match
596_T14	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
596_T15	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
597_T11	ginger	ginger	ginger {zingiber officinale}	['zingiber officinale:NCBITAXON_94328']	Full Term Match
597_T13	jalapenos	jalapeno	jalapeno	['jalapeno pepper food product:FOODON_00001976']	Full Term Match
597_T14	peaches	peach	peach {prunus persica}	['prunus persica:NCBITAXON_3760']	Full Term Match
597_T18	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
